cancer_type,resolution,slide_id,n_jpg_patches
Glioblastoma_multiforme,0,TCGA-12-0778-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-12-0778-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-12-0780-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0780-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0780-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0818-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0818-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0818-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0818-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-0818-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-12-0819-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0819-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0819-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0821-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0821-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0821-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0822-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0822-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0822-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0822-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-0822-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-12-0826-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0826-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0826-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0827-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0827-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0828-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0828-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-0828-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-0829-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-0829-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1088-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1088-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1088-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1089-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1089-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1089-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1090-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1090-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1091-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1091-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1091-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1092-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1092-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1093-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1093-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1094-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1094-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1095-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1095-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1095-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1096-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1096-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1096-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1096-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-1097-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1097-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1097-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1098-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1098-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1099-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1099-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1099-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1598-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1598-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1598-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1598-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-1599-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1599-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1600-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1600-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1602-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-1602-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-1602-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-1602-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-12-3644-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3644-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3646-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3646-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3648-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3648-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3648-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-3649-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3649-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3649-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-3650-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3650-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3651-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3651-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3651-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-3651-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-3652-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3652-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-3652-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-12-3653-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-12-3653-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-12-3653-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-12-3653-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-0783-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0783-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0783-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0783-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-0786-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0786-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0787-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0787-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-14-0789-01Z-00-DX7,30
Glioblastoma_multiforme,0,TCGA-14-0813-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0813-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0813-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0817-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0817-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0867-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0867-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0867-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-0871-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-0871-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-0871-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1034-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1034-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1034-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1037-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1037-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1396-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1401-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1402-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1402-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1402-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-14-1451-01Z-00-DX7,30
Glioblastoma_multiforme,0,TCGA-14-1452-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1452-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1452-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1452-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1452-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-14-1453-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1453-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1453-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1453-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1454-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1454-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1454-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1455-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1455-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1458-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1458-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1458-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1458-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1458-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-14-1459-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1459-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1459-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1459-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1459-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-14-1794-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-14-1795-01Z-00-DX7,30
Glioblastoma_multiforme,0,TCGA-14-1821-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1821-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1821-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1823-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1823-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1823-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1823-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1825-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1825-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1825-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1825-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1827-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1827-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX7,30
Glioblastoma_multiforme,0,TCGA-14-1829-01Z-00-DX8,30
Glioblastoma_multiforme,0,TCGA-15-0742-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-15-0742-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-15-1444-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-15-1444-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-15-1446-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-15-1446-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-15-1447-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-15-1447-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-15-1449-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-15-1449-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-15-1449-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-19-0955-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-0964-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-1387-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-1392-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-2619-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-2624-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-2625-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-2631-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5947-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5950-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5951-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5952-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5953-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5954-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5955-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5956-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5958-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5959-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-5960-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-A60I-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-A60I-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-19-A60I-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-19-A60I-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-19-A60I-01Z-00-DX6,30
Glioblastoma_multiforme,0,TCGA-19-A6J4-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-A6J5-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-19-A6J5-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-19-A6J5-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-19-A6J5-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-19-A6J5-01Z-00-DX5,30
Glioblastoma_multiforme,0,TCGA-26-1438-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-1439-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-1440-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-1442-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-1443-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-1799-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5132-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5133-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5134-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5135-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5136-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-5139-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-6173-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-6174-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-26-A7UX-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1830-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1830-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1830-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-27-1831-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1831-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1831-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-27-1831-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-27-1832-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1832-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1832-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-27-1832-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-27-1833-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1833-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1833-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-27-1833-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-27-1834-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1834-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1835-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1835-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1836-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1836-01Z-00-DX2,30
Glioblastoma_multiforme,0,TCGA-27-1836-01Z-00-DX3,30
Glioblastoma_multiforme,0,TCGA-27-1836-01Z-00-DX4,30
Glioblastoma_multiforme,0,TCGA-27-1837-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-1838-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2518-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2519-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2521-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2523-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2524-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2526-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2527-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-27-2528-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1745-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1746-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1749-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1750-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1751-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1752-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1755-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1757-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-28-1760-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-2572-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-2573-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-2575-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-3392-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-3393-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-3915-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-4097-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-41-5651-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-4W-AA9R-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-4W-AA9S-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-4W-AA9T-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-81-5910-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-81-5911-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-87-5896-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-OX-A56R-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-RR-A6KA-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-RR-A6KB-01Z-00-DX1,30
Glioblastoma_multiforme,0,TCGA-RR-A6KC-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0001-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0001-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0001-01Z-00-DX3,30
Glioblastoma_multiforme,1,TCGA-02-0003-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0003-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0003-01Z-00-DX3,30
Glioblastoma_multiforme,1,TCGA-02-0004-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0006-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0006-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0007-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0009-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0009-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0009-01Z-00-DX3,30
Glioblastoma_multiforme,1,TCGA-02-0010-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0010-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0010-01Z-00-DX3,30
Glioblastoma_multiforme,1,TCGA-02-0010-01Z-00-DX4,30
Glioblastoma_multiforme,1,TCGA-02-0011-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0014-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0015-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0016-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0021-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0023-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0024-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0025-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0025-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0026-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0026-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0027-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0033-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0034-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0034-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0034-01Z-00-DX3,30
Glioblastoma_multiforme,1,TCGA-02-0037-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0037-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0038-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0047-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0048-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0052-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0054-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0068-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0069-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0070-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0071-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0074-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0075-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0079-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0085-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0086-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0099-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0115-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0258-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0258-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0266-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0266-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0269-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0281-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0281-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0285-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0289-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0289-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0317-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0317-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0321-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0321-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0325-01Z-00-DX1,30
Glioblastoma_multiforme,1,TCGA-02-0325-01Z-00-DX2,30
Glioblastoma_multiforme,1,TCGA-02-0326-01Z-00-DX2,30
